Tahun Kelahiran,Kelas Pekerjaan,fnlwgt,Pendidikan,Jenjang Pendidikan,Status,Pekerjaan,Hubungan,Etnis,sex,pendapatan,pengeluaran,hours per week,Asal Negara,jumlah_anak,income,no_income
1985,2,196308,5,6,1,12,3,1,0,0,0,24,38,3,0,0
1958,2,214469,4,4,2,4,0,1,0,0,0,13,38,3,0,0
1995,2,144592,11,9,1,2,4,1,1,0,0,50,38,3,1,0
1987,2,70240,4,4,0,12,5,3,0,0,0,40,28,0,0,0
1983,2,204046,4,4,1,9,4,1,1,0,0,40,38,0,0,0
1975,2,323798,5,6,3,1,0,1,1,3325,0,50,38,3,0,0
1979,3,40690,5,6,0,10,5,1,1,0,0,75,38,0,0,0
1966,3,234841,4,4,1,10,4,1,1,0,0,72,38,0,0,0
1986,2,318610,5,6,3,4,1,2,0,0,0,40,38,3,0,0
1981,2,237993,5,6,1,3,4,1,1,0,0,40,38,0,1,0
1993,2,369825,8,7,0,5,0,1,1,4101,0,50,38,0,0,0
1994,2,233980,3,3,1,6,4,1,1,0,0,40,38,2,0,0
1992,2,234755,4,4,4,9,1,2,1,0,0,40,38,1,0,0
1978,2,155659,3,3,1,9,4,1,1,0,1902,40,38,3,1,0
1972,5,194788,9,8,3,1,0,1,0,4787,0,60,38,0,1,0
1994,3,176185,5,6,1,9,5,1,1,0,0,60,38,3,1,0
1993,2,150309,8,7,4,1,0,1,0,0,0,70,38,3,0,0
1974,2,313546,4,4,4,12,1,2,0,0,0,40,38,3,0,0
2006,2,110142,4,4,0,5,5,1,0,0,0,40,38,0,0,0
1995,2,233168,8,7,1,2,3,1,0,0,0,46,38,1,1,0
1983,2,221947,5,6,1,9,4,1,1,0,0,56,38,1,1,0
1997,2,255476,1,1,0,12,2,1,1,0,0,40,24,0,0,0
1992,2,180603,8,7,1,5,4,1,1,0,0,40,38,2,1,0
1994,2,284395,4,4,1,9,4,1,1,0,0,50,38,0,0,0
1988,2,51838,5,6,3,4,1,1,0,0,0,40,38,2,0,0
2000,5,247075,4,4,0,4,1,2,0,0,0,20,38,0,0,0
1994,2,181992,5,6,0,5,0,2,0,0,0,35,38,0,0,0
1979,4,178344,7,5,3,5,1,1,0,0,0,30,38,1,0,0
1984,2,222848,3,3,1,12,3,2,0,0,0,32,38,3,0,0
1973,2,257485,5,6,1,9,4,1,1,0,0,40,38,3,1,0
1973,2,128143,5,6,1,9,4,1,1,0,0,40,38,3,1,0
1999,2,198163,4,4,0,1,5,1,0,0,0,40,38,0,0,0
1999,2,34307,5,6,0,1,0,1,1,0,0,40,38,0,0,0
2002,2,109815,5,6,0,4,0,1,0,0,0,40,38,0,0,0
2001,2,60847,7,5,0,5,1,1,0,0,0,60,38,0,0,0
2007,2,309504,3,3,0,5,1,1,0,0,0,24,38,0,0,0
1995,2,105694,4,4,1,8,4,1,1,0,0,42,38,3,0,0
1993,2,323069,4,4,4,4,1,1,0,0,0,20,38,3,0,0
1984,5,26598,8,7,3,2,0,1,1,0,0,40,38,3,0,0
1987,2,210438,3,3,0,8,0,2,1,0,0,40,38,0,0,0
1992,5,230912,9,8,0,2,0,1,0,4865,0,40,38,0,0,0
1981,2,169628,8,7,0,5,1,2,0,0,0,35,38,0,1,0
2003,2,147655,4,4,0,12,5,1,0,0,0,35,38,0,0,0
1988,2,208358,11,9,3,2,0,1,1,99999,0,45,38,2,1,0
1974,5,120190,9,8,3,2,0,1,0,0,0,45,38,2,0,0
1968,2,245215,10,10,1,2,4,1,1,0,0,50,38,0,0,0
1965,3,32552,4,4,1,6,4,1,1,0,0,48,38,2,0,0
1973,2,40641,5,6,1,1,4,1,1,0,0,60,38,0,1,0
1999,2,32275,5,6,1,1,3,5,0,0,0,40,38,1,0,0
1997,5,212232,5,6,1,1,4,2,1,0,0,40,38,2,1,0
1974,2,34233,4,4,1,10,4,1,1,0,0,50,38,0,0,0
1971,5,38795,2,2,1,1,4,1,1,0,0,40,38,3,0,0
2006,2,173585,3,3,0,12,5,1,1,0,0,15,27,0,0,0
1985,2,301568,5,6,3,5,1,1,0,0,0,40,38,3,0,0
1973,2,196501,8,7,3,1,0,1,1,14084,0,50,38,2,1,0
1994,2,161690,7,5,0,2,0,1,0,0,0,40,38,0,0,0
2000,2,29302,5,6,0,12,5,1,0,0,0,40,38,0,0,0
1982,2,157443,8,7,1,2,3,3,0,0,0,27,34,0,1,0
1956,2,123464,4,4,1,2,4,1,1,0,0,45,38,1,0,0
2003,2,236684,5,6,0,12,2,2,0,0,0,8,38,0,0,0
1988,2,113397,4,4,1,8,4,1,1,0,0,40,38,3,0,0
1992,5,253354,9,8,1,2,4,1,1,0,0,50,38,2,0,0
1983,2,184378,4,4,4,9,0,1,1,0,0,40,38,1,0,0
1972,2,194259,4,4,3,5,0,1,0,0,0,40,10,3,0,0
1984,2,135056,6,5,3,4,1,1,0,0,0,40,38,3,0,0
1996,5,179759,5,6,1,4,1,1,0,0,0,40,38,2,0,0
1999,2,248313,7,5,0,4,0,1,0,0,0,40,38,0,0,0
1961,2,110150,4,4,1,4,4,1,1,0,0,55,38,3,1,0
1987,3,150993,3,3,1,6,4,1,1,0,0,45,38,3,0,0
1987,3,148266,11,9,1,6,4,1,1,0,0,6,24,0,0,0
1994,2,119411,8,7,0,2,0,1,1,0,0,40,38,0,0,0
1982,2,196029,8,7,1,6,4,1,1,0,0,48,38,2,1,0
2005,2,60890,4,4,0,9,0,1,1,0,0,49,38,0,0,0
1992,2,143162,3,3,1,9,3,1,0,0,0,40,38,0,0,0
1995,2,150861,4,4,0,4,0,1,0,0,0,40,38,0,0,0
1999,2,106889,4,4,1,4,3,1,0,0,0,30,38,0,0,0
2001,2,117480,3,3,0,9,5,1,1,0,0,44,38,0,0,0
1990,2,238912,4,4,1,1,4,1,1,0,0,40,38,3,0,0
2001,2,384651,5,6,1,8,4,1,1,0,0,40,38,0,0,0
1991,2,213002,8,7,0,2,0,1,1,0,1408,36,38,0,0,0
1998,2,206600,8,7,0,9,5,1,1,0,0,40,24,0,0,0
1992,2,187901,7,5,0,1,0,1,0,0,0,23,38,0,0,0
1982,2,181265,7,5,1,6,4,1,1,0,0,48,38,1,0,0
1967,2,34269,4,4,2,6,1,1,1,0,653,42,38,2,1,0
1982,2,274913,4,4,3,9,1,1,1,0,0,45,38,2,0,0
1993,2,184307,5,6,3,9,0,1,1,0,0,40,38,3,0,0
2002,2,313786,4,4,3,9,2,2,0,0,0,40,38,0,0,0
1999,2,120268,8,7,0,2,5,1,1,0,0,70,38,0,0,0
1976,3,200471,5,6,1,9,4,1,1,0,0,40,38,0,0,0
1998,2,214303,8,7,0,2,0,1,0,0,0,50,38,0,0,0
1979,2,246392,4,4,0,13,1,2,0,0,0,30,38,0,0,0
2002,2,304602,4,4,0,8,5,1,1,0,0,40,38,0,0,0
1995,2,144556,4,4,1,7,4,1,1,0,0,45,38,2,0,0
1992,2,94041,4,4,1,12,4,1,1,0,0,25,19,3,0,0
1989,2,287658,6,5,0,6,0,2,1,0,0,30,21,0,0,0
1995,5,375655,8,7,0,2,0,1,1,0,0,40,38,0,0,0
1965,2,453067,5,6,1,2,4,1,1,0,0,36,38,0,1,0
1983,2,207779,4,4,4,12,0,1,0,0,0,40,38,0,0,0
1998,2,330695,5,6,1,7,4,1,1,0,0,40,38,3,0,0
1997,2,160786,4,4,3,12,0,1,1,0,0,30,38,3,0,0
1991,2,399088,4,4,3,6,1,1,0,0,0,40,38,3,0,0
1959,5,125768,5,6,3,4,0,1,0,0,0,28,38,0,0,0
2002,2,118310,6,5,0,2,5,1,0,0,0,16,38,0,0,0
1962,2,311495,5,6,3,1,0,1,0,0,0,40,38,2,0,0
1973,2,145714,9,8,1,1,4,1,1,99999,0,50,38,0,1,0
2007,2,75333,3,3,0,5,5,2,0,0,0,24,38,0,0,0
2005,2,129151,4,4,0,9,0,1,0,0,0,40,38,0,0,0
2001,2,434894,4,4,1,8,4,2,1,0,0,40,38,1,0,0
1989,2,29874,5,6,1,8,4,1,1,0,0,40,38,2,0,0
1988,2,227615,1,1,1,9,2,1,1,0,0,32,24,0,0,0
1997,2,50132,5,6,3,5,0,1,1,0,0,50,38,3,0,0
2003,3,57298,5,6,0,4,5,1,0,0,0,15,38,0,0,0
1987,2,291981,4,4,3,7,0,1,1,0,0,40,38,2,0,0
1987,2,224947,7,5,0,12,0,1,1,0,0,40,38,0,0,0
1964,2,118197,5,6,1,9,4,1,1,0,0,65,38,3,0,0
1990,2,286020,4,4,1,7,4,1,1,0,0,45,38,2,0,0
1975,3,173411,4,4,3,5,0,1,1,0,0,40,38,3,0,0
1997,2,501172,1,1,1,6,4,1,1,0,0,40,24,1,0,0
1975,2,171301,4,4,1,7,3,2,0,0,0,40,38,2,0,0
1988,2,150042,4,4,0,4,5,1,0,0,0,40,38,0,0,0
1990,2,347166,5,6,1,4,4,1,1,0,0,40,38,2,0,0
1978,2,145290,5,6,1,9,4,1,1,0,0,40,38,2,0,0
2000,5,187397,5,6,0,11,1,5,1,1151,0,40,38,0,0,0
1957,3,106143,10,10,1,5,4,1,1,20051,0,40,38,3,1,0
1994,2,175931,4,4,1,9,4,1,1,0,0,40,38,2,0,0
1991,2,132705,2,2,4,4,0,1,1,0,0,48,38,3,0,0
2003,1,232719,4,4,0,9,5,2,1,0,0,40,38,0,0,1
1994,2,207668,5,6,0,5,5,1,1,0,0,30,38,0,0,0
2002,2,254293,3,3,0,8,0,1,1,0,0,40,38,0,0,0
1959,2,386672,7,5,1,4,4,1,1,0,0,15,38,0,0,0
2007,2,153035,3,3,0,5,5,1,0,0,0,20,38,0,0,0
1996,2,308709,8,7,0,5,0,1,0,0,0,48,38,0,0,0
1972,2,180881,8,7,1,1,4,1,1,0,0,40,38,2,0,0
1973,2,174754,4,4,0,12,0,2,0,0,0,38,38,0,0,0
1999,2,149943,4,4,0,12,2,3,1,4101,0,60,38,0,0,0
1998,2,82246,8,7,0,1,0,1,1,0,1876,38,38,0,0,0
1982,2,154374,4,4,1,6,4,1,1,0,0,50,38,2,1,0
1979,2,178319,8,7,1,7,4,1,1,0,0,40,38,2,1,0
1960,2,114994,4,4,1,8,4,1,1,0,0,18,38,0,0,0
2007,2,221129,2,2,1,12,4,1,1,0,0,40,38,0,0,0
1978,2,189498,8,7,1,2,4,1,1,0,1848,45,38,3,1,0
1985,2,115289,6,5,1,3,4,1,1,0,0,40,9,1,1,0
1996,2,68642,4,4,0,12,0,1,0,0,0,46,38,0,0,0
1987,2,161141,5,6,1,9,4,1,1,0,0,40,38,2,1,0
1962,2,191188,4,4,1,9,4,1,1,0,0,40,38,3,0,0
1995,2,176683,8,7,0,5,0,1,1,0,0,50,38,0,1,0
1999,2,234190,5,6,0,5,0,1,1,0,0,35,38,0,0,0
1970,3,52634,5,6,1,5,4,1,1,0,0,40,38,3,0,0
1998,2,152035,4,4,0,4,0,1,0,0,0,40,38,0,0,0
1979,5,201127,5,6,1,2,4,1,1,0,0,56,38,0,1,0
2001,2,210526,4,4,0,4,5,1,1,0,0,40,38,0,0,0
1988,5,179488,8,7,1,11,4,1,1,7298,0,55,38,3,1,0
1978,5,273771,4,4,1,3,4,1,1,0,0,40,38,1,0,0
1996,4,113870,8,7,1,1,4,1,1,0,0,60,38,2,1,0
1997,2,154210,3,3,1,5,5,3,1,0,0,35,17,2,0,0
1996,2,156300,9,8,0,1,0,2,0,0,0,45,38,0,0,0
1973,2,441637,4,4,1,3,4,1,1,0,0,40,38,3,0,0
1995,2,183887,8,7,0,4,5,1,1,0,0,40,38,0,0,0
1965,3,247552,4,4,1,1,4,1,1,0,0,40,38,1,0,0
2001,2,227943,6,5,0,5,5,1,1,0,0,30,38,0,0,0
1964,3,168223,8,7,3,2,0,1,0,0,0,30,38,2,0,0
1985,3,29874,5,6,4,9,0,1,1,0,0,60,38,2,1,0
1978,5,162187,8,7,1,2,4,1,1,0,0,40,38,1,1,0
1997,5,190650,8,7,0,2,1,3,1,0,0,25,28,0,0,0
1978,2,220124,4,4,4,9,0,1,1,0,0,37,38,0,0,0
1987,2,197429,4,4,1,8,4,1,1,0,0,45,38,3,1,0
1983,2,187336,4,4,4,4,1,1,0,0,0,40,38,2,0,0
1995,5,175262,9,8,1,2,2,1,1,0,0,35,38,1,0,0
1987,2,114765,5,6,0,7,0,1,0,0,0,40,38,0,0,0
1978,2,58683,8,7,1,1,4,1,1,15024,0,55,38,1,1,0
1979,5,191776,9,8,3,2,0,1,0,0,0,40,38,1,0,0
1997,2,140863,4,4,0,6,0,1,1,0,0,60,38,0,0,0
2001,2,129583,4,4,0,8,5,2,0,0,0,16,38,0,0,0
1967,5,278763,4,4,3,4,1,1,0,0,0,40,38,0,0,0
1981,2,70055,5,6,1,4,4,1,1,0,0,40,38,1,0,0
1975,2,62546,8,7,1,1,4,1,1,0,0,40,38,0,1,0
2006,2,201613,3,3,0,5,5,1,0,0,0,20,38,0,0,0
1968,2,265086,4,4,1,9,4,1,1,0,0,50,38,3,1,0
1997,4,114158,8,7,0,1,5,1,0,0,0,40,38,0,0,0
1978,3,254291,5,6,1,5,4,1,1,0,0,60,38,1,1,0
1999,2,169990,4,4,1,5,4,1,1,0,0,40,38,1,0,0
1997,2,119170,3,3,0,1,1,1,0,0,0,45,38,0,0,0
1981,2,241895,8,7,1,1,4,1,1,0,0,50,38,2,1,0
1996,2,192588,4,4,1,7,4,1,1,0,0,40,38,3,0,0
1992,5,250585,8,7,0,2,0,1,0,0,0,50,38,0,0,0
1991,2,111746,6,5,1,9,4,1,1,0,0,45,30,1,0,0
1988,2,173542,8,7,1,2,4,1,1,0,0,40,38,0,1,0
2002,2,446140,4,4,0,5,5,1,1,0,0,55,38,0,0,0
1975,2,189885,4,4,2,5,0,2,0,0,0,40,38,1,0,0
1998,2,179772,8,7,0,1,0,1,0,0,0,45,38,0,0,0
1962,2,197918,4,4,3,4,1,1,0,0,0,40,38,0,0,0
2006,2,172214,4,4,0,4,5,2,0,0,0,20,38,0,0,0
1966,2,361870,4,4,1,4,4,2,1,0,0,30,38,3,0,0
1987,3,282461,5,6,1,1,4,1,1,0,0,60,38,2,0,0
1965,2,81973,9,8,1,1,4,3,1,0,0,40,38,3,1,0
1992,2,288273,8,7,1,9,4,1,1,0,0,70,24,1,0,0
1981,2,171841,8,7,1,5,4,1,1,0,0,40,38,2,1,0
1977,2,194698,4,4,1,6,4,1,1,0,0,50,38,3,0,0
1967,2,161964,4,4,1,9,4,1,1,0,0,55,38,2,0,0
1985,4,336226,4,4,1,1,4,1,1,3103,0,60,38,0,1,0
2004,2,117244,4,4,0,7,1,1,0,0,0,45,38,0,0,0
1985,2,46028,5,6,3,12,1,1,0,0,0,60,38,0,0,0
1992,2,329993,5,6,1,6,4,1,1,0,0,50,38,3,0,0
2003,2,119309,5,6,0,3,5,1,1,0,1602,16,38,0,0,0
1953,2,176986,4,4,2,3,1,1,1,0,0,24,38,3,0,0
1972,2,72743,4,4,1,4,0,1,0,0,0,50,38,3,0,0
1998,2,134004,5,6,1,1,3,1,0,0,0,40,38,2,0,0
1991,3,112952,5,6,0,9,5,1,1,0,0,48,38,0,0,0
2005,2,389143,5,6,0,5,5,1,1,0,0,40,38,0,0,0
1988,2,256636,4,4,3,1,0,1,1,0,0,40,38,0,0,0
1988,2,240323,5,6,2,4,1,2,0,0,0,40,38,0,0,0
2001,2,236994,4,4,0,5,5,1,1,0,0,60,38,0,0,0
2004,2,342599,5,6,0,8,5,1,1,0,0,35,38,0,0,0
1993,2,187203,4,4,0,5,2,1,1,0,0,40,38,0,0,0
1994,5,270218,8,7,0,4,5,2,0,0,0,40,38,0,0,0
1973,2,200618,8,7,1,2,4,1,1,0,0,40,38,0,0,0
1997,2,204098,3,3,0,9,0,1,1,0,0,30,38,0,0,0
1992,2,80058,3,3,3,5,0,1,1,0,0,43,38,1,1,0
1993,2,225507,7,5,0,12,1,1,0,0,0,40,38,0,0,0
1977,2,148995,9,8,1,1,4,1,1,0,0,65,38,3,1,0
1993,4,344275,4,4,0,9,0,1,1,0,0,44,38,0,0,0
1973,2,102615,9,8,1,11,4,1,1,0,1977,40,38,3,1,0
2002,5,57216,5,6,0,4,5,2,1,0,0,20,38,0,0,0
1978,5,37672,4,4,3,4,0,1,0,0,0,15,38,2,0,0
1979,5,358242,8,7,1,2,4,1,1,0,0,45,38,1,1,0
2002,2,399087,1,1,1,7,2,1,0,0,0,40,24,3,0,0
1989,3,267776,4,4,0,12,2,1,0,0,0,30,38,0,0,0
1996,2,65078,4,4,1,9,4,1,1,0,0,40,38,3,1,0
2003,2,538319,5,6,0,12,5,1,0,0,0,40,31,0,0,0
1958,2,216856,9,8,1,5,4,1,1,0,0,50,38,1,0,0
1988,2,240323,4,4,4,5,1,2,0,0,0,17,38,3,0,0
1991,2,55176,2,2,1,9,4,1,1,0,0,40,38,2,0,0
1972,2,416164,4,4,1,10,4,5,1,0,0,49,24,1,0,0
1998,2,182178,5,6,1,9,4,1,1,2829,0,40,38,3,0,0
1994,2,251411,5,6,3,4,1,1,0,0,0,40,38,3,0,0
1965,2,131869,4,4,2,12,0,1,0,0,0,35,38,0,0,0
1985,2,176186,5,6,1,10,4,1,1,0,0,50,38,0,1,0
1970,2,146834,4,4,3,6,0,1,1,0,0,45,38,0,0,0
2005,2,349620,3,3,0,7,5,1,0,0,0,40,38,0,0,0
1981,2,361280,3,3,1,9,4,3,1,0,0,42,2,0,0,0
1995,2,100563,4,4,0,6,5,2,1,0,0,40,38,0,0,0
1992,2,157747,5,6,1,2,4,1,1,0,0,40,38,3,0,0
2003,2,278391,5,6,0,2,5,1,1,0,0,16,38,0,0,0
1974,2,105010,8,7,1,10,4,1,1,0,0,45,38,0,1,0
1988,3,35945,2,2,1,7,4,1,1,7298,0,45,38,0,1,0
1978,5,172822,4,4,1,6,4,1,1,0,0,40,38,2,0,0
1981,3,75435,4,4,3,9,1,4,1,0,0,30,38,3,0,0
1979,5,148254,9,8,3,2,0,1,0,0,0,35,38,3,0,0
2002,2,228465,4,4,1,6,4,2,1,0,0,40,38,2,0,0
1963,2,227468,4,4,3,4,1,2,0,0,0,40,38,1,0,0
2004,2,221095,4,4,0,9,2,2,1,0,0,40,38,0,0,0
1989,2,185325,8,7,1,2,4,1,1,0,0,50,38,2,1,0
1958,2,193132,2,2,4,12,0,2,0,0,0,30,38,2,0,0
1977,2,202322,1,1,1,8,4,1,1,0,0,40,24,2,0,0
1993,2,196025,10,10,1,2,0,3,1,0,0,60,2,2,0,0
1989,2,82552,6,5,1,3,4,1,1,0,0,40,38,2,0,0
1960,2,251292,1,1,4,12,2,1,0,0,0,20,4,0,0,0
1995,5,41013,11,9,0,2,0,1,0,0,0,55,38,0,0,0
1994,2,155659,4,4,3,12,1,1,0,0,0,36,38,1,0,0
1999,5,156848,4,4,1,11,5,1,1,0,0,35,38,2,0,0
1991,3,137674,4,4,1,12,4,2,1,0,0,40,38,1,0,0
1958,3,213149,5,6,1,12,4,1,1,0,1825,40,38,3,1,0
2002,2,234663,4,4,1,7,4,1,1,0,0,40,38,2,0,0
1980,2,159960,5,6,3,4,1,1,0,0,0,40,38,0,0,0
1970,2,327769,5,6,3,9,0,1,1,0,0,40,38,1,0,0
1966,4,104333,4,4,3,5,0,1,1,0,0,50,38,1,0,0
2004,2,249543,5,6,0,11,5,1,0,0,0,16,38,0,0,0
1998,2,274724,5,6,0,12,2,1,1,0,0,40,26,0,0,0
1986,2,256864,4,4,1,3,4,1,1,0,0,50,38,1,1,0
2007,2,93235,3,3,0,12,5,1,0,0,1721,25,38,0,0,0
1992,2,226267,5,6,1,4,4,1,1,0,0,40,24,2,0,0
2003,2,260847,5,6,0,5,5,1,1,0,0,30,38,0,0,0
1991,2,318982,5,6,1,1,4,1,1,0,0,45,38,1,1,0
1965,2,214052,1,1,3,7,1,1,0,0,0,40,38,0,0,0
1989,2,123606,5,6,1,8,4,1,1,0,0,40,38,3,0,0
1985,2,252327,2,2,0,12,5,1,1,0,0,40,24,0,0,0
1963,2,128831,4,4,1,7,4,1,1,0,0,40,38,1,0,0
1985,2,169249,4,4,4,12,2,2,1,0,0,40,38,0,0,0
1965,3,41258,8,7,1,2,4,1,1,0,0,50,38,0,0,0
2005,2,343200,5,6,0,5,5,1,0,0,0,25,38,0,0,0
1996,2,87239,4,4,3,6,0,1,1,0,0,50,38,2,0,0
1993,2,187560,4,4,1,2,4,1,1,15024,0,40,38,2,1,0
1990,2,146589,4,4,0,2,1,2,0,0,0,40,38,0,0,0
1986,2,81232,8,7,1,1,4,1,1,0,0,40,38,1,1,0
2002,2,99199,5,6,0,8,5,1,1,0,0,20,38,0,0,0
1982,2,31387,10,10,1,2,1,4,0,0,0,40,38,2,0,0
1985,5,85874,4,4,3,4,1,1,0,0,0,40,38,3,0,0
2001,2,160398,5,6,1,8,1,1,1,0,0,40,38,2,0,0
1983,3,240900,4,4,3,10,2,1,1,0,0,20,38,1,0,0
1989,2,374524,11,9,1,2,4,1,1,0,0,75,38,3,1,0
2000,2,333505,4,4,1,6,5,1,1,0,0,40,27,0,0,0
1985,5,376455,11,9,1,2,4,1,1,0,1887,50,38,2,1,0
1997,2,210867,2,2,0,10,5,1,1,0,0,50,38,0,0,0
1982,3,115323,10,10,0,2,0,1,1,0,0,7,38,0,0,0
1949,2,95985,1,1,2,12,1,2,1,0,0,10,38,0,0,0
1979,5,181970,4,4,1,4,4,1,1,0,1672,40,38,2,0,0
1974,2,81548,4,4,1,2,4,1,1,0,0,40,38,2,0,0
1999,2,66935,8,7,0,12,2,1,1,0,0,40,38,0,0,0
1985,2,509060,5,6,3,12,0,1,1,0,0,40,38,1,0,0
2007,2,168203,2,2,0,10,2,5,1,0,0,40,24,0,0,0
1993,2,178506,5,6,0,4,1,2,0,0,0,40,38,0,0,0
1992,2,197457,4,4,3,3,1,1,0,1471,0,38,38,1,0,0
1998,2,294493,8,7,0,9,2,1,1,0,0,40,38,0,0,0
2006,2,184693,5,6,0,12,5,1,0,0,0,20,24,0,0,0
1979,2,203653,4,4,1,4,4,2,1,7298,0,40,38,3,1,0
1985,5,267893,6,5,1,9,4,2,1,7298,0,40,38,2,1,0
2005,5,218471,4,4,0,9,5,1,0,0,1602,30,38,0,0,0
1994,2,185336,5,6,3,4,1,2,0,0,0,37,38,2,0,0
1983,2,106900,8,7,1,3,4,1,1,0,1902,42,38,1,1,0
1996,2,249571,4,4,1,5,4,1,1,0,0,40,38,1,0,0
2007,2,270942,1,1,0,12,2,1,1,0,0,48,24,0,0,0
1972,2,141301,4,4,3,7,0,1,0,0,0,40,38,2,0,0
1992,5,191385,6,5,3,11,0,1,1,2174,0,40,38,0,0,0
1973,2,128272,2,2,1,7,4,1,1,0,0,45,38,1,0,0
1998,2,557236,4,4,0,6,0,1,1,0,0,40,38,0,0,0
1966,2,199278,8,7,3,1,0,1,1,0,0,38,38,1,0,0
1992,2,108023,9,8,0,4,0,1,1,0,0,40,38,0,0,0
1986,5,216924,7,5,1,9,4,1,1,0,0,40,38,2,0,0
1992,2,131584,4,4,1,5,4,1,1,7298,0,40,38,1,1,0
1985,2,193260,5,6,1,4,4,3,1,0,0,25,24,0,0,0
1982,2,155469,6,5,2,3,1,1,0,0,0,24,38,0,0,0
1970,2,178251,6,5,2,4,1,1,0,0,0,30,38,1,0,0
1988,3,177907,10,10,0,2,0,1,1,0,0,40,38,0,1,0
1977,5,121124,9,8,1,2,4,1,1,0,0,35,38,3,1,0
1993,2,330715,4,4,4,12,0,1,1,0,0,40,38,0,0,0
1979,2,273194,4,4,1,7,4,2,1,3137,0,35,38,2,0,0
2003,2,177526,5,6,0,12,5,1,1,0,0,40,38,0,0,0
2001,2,171705,4,4,0,5,1,1,0,0,0,48,38,0,0,0
1989,2,174308,5,6,0,6,5,1,1,0,0,40,38,0,0,0
1979,5,37306,8,7,1,2,4,1,1,0,0,45,38,2,1,0
1987,2,213008,7,5,1,2,4,1,1,0,0,40,22,2,0,0
1976,2,139290,3,3,4,7,5,1,0,0,0,48,38,1,0,0
2000,2,216129,8,7,0,5,0,1,1,0,0,50,38,0,0,0
2004,2,58740,5,6,0,5,5,1,1,0,0,15,38,0,0,0
1999,2,178421,8,7,0,12,0,1,0,0,0,20,38,0,0,0
1995,5,214706,4,4,0,12,1,1,0,0,0,40,38,0,0,0
1965,2,142182,4,4,1,12,4,1,1,0,0,40,38,3,1,0
1985,2,176279,8,7,3,5,0,1,0,0,0,40,38,3,0,0
1996,2,186720,5,6,0,12,5,1,0,0,0,50,38,0,0,0
2004,2,211049,5,6,0,1,5,1,0,0,0,30,38,0,0,0
2003,2,126613,5,6,0,12,5,1,0,0,0,40,38,0,0,0
2000,2,174461,5,6,0,1,5,1,0,0,0,45,38,0,0,0
1970,2,282680,8,7,0,2,0,1,0,0,0,50,38,0,0,0
1984,2,439919,2,2,1,7,4,1,1,0,0,40,24,1,0,0
2005,2,292511,5,6,0,12,5,1,1,0,0,25,38,0,0,0
1992,2,229732,8,7,1,5,4,1,1,0,0,45,38,3,0,0
1974,3,36480,3,3,3,9,0,1,1,0,0,45,38,1,0,0
1999,5,198813,8,7,0,4,2,2,0,0,0,40,38,0,0,0
1989,2,297767,5,6,4,4,0,2,1,0,0,40,38,3,0,0
1974,4,52565,5,6,1,5,4,1,1,0,1485,40,38,2,0,0
1966,2,146477,9,8,1,1,4,1,1,15024,0,40,11,2,1,0
1966,2,41374,4,4,2,4,1,4,1,0,0,40,38,3,0,0
1992,2,398988,8,7,0,1,0,1,1,0,0,40,38,0,0,0
1995,2,198825,4,4,0,1,0,1,0,0,0,38,38,0,0,0
2006,2,236262,3,3,0,8,5,1,1,0,0,12,38,0,0,0
1986,5,95432,4,4,1,4,4,1,1,0,0,40,38,0,1,0
1977,5,224149,8,7,3,1,0,1,0,0,0,40,38,3,1,0
1990,2,36385,9,8,0,2,0,1,1,0,2258,50,38,0,0,0
2004,2,169600,5,6,0,2,5,1,0,2176,0,12,38,0,0,0
1983,2,254630,7,5,3,2,0,1,1,0,0,80,38,3,0,0
1971,2,141388,4,4,1,6,4,1,1,0,0,40,38,2,1,0
1996,2,303674,4,4,1,6,3,1,0,3103,0,20,38,3,0,0
1949,2,316119,5,6,2,2,0,1,0,0,0,8,38,0,0,0
1994,2,205407,4,4,0,4,1,1,1,0,0,40,38,0,0,0
1974,2,306790,5,6,1,9,4,1,1,0,0,40,38,2,1,0
2006,2,395026,3,3,0,12,5,1,1,0,0,12,38,0,0,0
1999,2,273876,8,7,0,5,0,1,1,0,0,65,38,0,0,0
1970,4,124963,8,7,1,1,4,1,1,0,0,40,38,0,1,0
1975,2,277434,4,4,1,6,4,1,1,0,0,50,38,3,0,0
1995,2,106153,4,4,0,9,0,1,1,0,0,50,38,0,0,0
1988,2,163237,6,5,1,4,4,1,1,0,0,40,38,0,1,0
1978,2,29696,4,4,1,1,4,1,1,0,0,40,38,1,1,0
1966,2,150031,5,6,0,1,0,1,0,0,0,40,38,0,0,0
1988,2,116358,9,8,1,1,4,3,1,0,0,40,34,1,1,0
1991,3,249249,1,1,1,9,4,1,1,0,0,50,38,3,1,0
1974,2,162632,4,4,1,9,4,1,1,0,0,2,38,2,0,0
2000,5,163480,9,8,0,4,0,2,0,0,0,40,38,0,0,0
1963,3,315977,4,4,1,6,4,2,1,0,0,40,38,0,0,0
1975,2,180899,9,8,3,1,1,1,1,0,1755,45,38,2,1,0
2006,2,322999,5,6,0,12,5,1,0,0,0,20,38,0,0,0
1989,2,374716,2,2,1,12,3,1,0,0,0,35,38,3,0,0
1965,2,205949,4,4,4,9,1,4,0,0,0,40,38,0,0,0
1976,2,96798,9,8,3,5,0,1,1,0,0,35,38,0,0,0
1992,2,107417,4,4,0,12,0,1,1,0,0,37,38,0,0,0
